,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,netflix_title
4251,False,,[99],464000,en,Deathgrip,"For the last two years, Fairclough and Porter have traveled to every inhabited continent on the planet with a simple goal: to show the world a new vision of mountain biking. Joined on this quest by a collection of the most progressive and influential riders that this generation of mountain biking has to offer, Fairclough and Porter have embarked on an all-out assault on the bleeding edge of the sport's limits. DEATHGRIP is a relentless mission to challenge the limits of creativity, technology, and the human potential. DEATHGRIP is a creative oasis for Fairclough and Porter - a place where the raw expression of Fairclough's riding ability is captured with the most progressive filmmaking technology against the backdrop of the most visually engaging locations in the world. The future is now. #DEATHGRIPMOVIE",0.84,/25JbIl4fFq1OqQboFeyhXIazxJt.jpg,2017-04-13,Deathgrip,False,8.5,4,Deathgrip
4252,False,/ogw0az8LVUtZxMJhiFSDz9BmzeD.jpg,"[80, 18, 9648, 53]",78827,hi,Deewangee,"Hired by a singer to defend her friend, who has been accused of murder, a formidable lawyer learns that the man he represents may not be innocent.",3.504,/7FQeWpBJKAhdMRDbD2DSaR8B2lm.jpg,2002-10-25,Deewangee,False,6.429,14,Deewangee
4253,False,/n77OxYu5POTaHiCKxkdAX9ko5zZ.jpg,[99],252451,en,Defying the Nazis: The Sharps' War,"Join an American couple’s courageous mission in 1939 to help refugees escape Nazi-occupied Europe. Over the course of two years, the pair will risk their lives so that hundreds can live in freedom.",1.96,/j04DNPW8qTh3Y9CH73olyTEiAuk.jpg,2016-09-20,Defying the Nazis: The Sharps' War,False,6.9,15,Defying the Nazis: The Sharps' War
4254,False,/oO7jZXPbzjvc4F5icsYqFGHzqSr.jpg,"[53, 27]",340601,en,Delirium,"A man recently released from a mental institute inherits a mansion after his parents die. After a series of disturbing events, he comes to believe it is haunted.",9.091,/j2jIkjrASnjtwCmCNDwh9LDWvq9.jpg,2018-05-10,Delirium,False,5.753,215,Delirium
4255,False,,[99],306342,sn,Democrats,"An intriguing look at an authoritarian state on the verge of democratization: how Zimbabwe got a new constitution.  Two political enemies are forced on a joint mission to write Zimbabwe's new constitution. The ultimate test that will either take the country a decisive step closer to democracy and away from President Mugabe's dictatorship, or toward renewed repression. In a country with little respect for human rights, impeded by economic sanctions and hyperinflation running rampant, failure is not an option.",0.6,/jEhRNtki7HHrX3dNKqASUAmCrt8.jpg,2014-11-13,Democrats,False,6.7,11,Democrats
4256,False,/s3FDBLH4qc1IcjexB05Qvbn3wxO.jpg,"[28, 53, 80]",449443,en,Den of Thieves,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,35.499,/AfybH6GbGFw1F9bcETe2yu25mIE.jpg,2018-01-18,Den of Thieves,False,6.766,2525,Den of Thieves
4257,False,/qezg8pfBIRaziQZUvjRKu8aZhb6.jpg,[35],26797,en,Denis Leary: No Cure for Cancer,"Ticked off comic Denis Leary talks honestly about subjects ranging from smoking, red meat, drugs, his family, rehab, and yes, cancer.",3.486,/m1PnCceibqJDZuBgxdxAa9bosas.jpg,1993-02-20,Denis Leary: No Cure for Cancer,False,7.03,33,Denis Leary: No Cure For Cancer
4258,False,/gKjx8pxKAPuirZOIgwavMeOfT3r.jpg,[18],613844,en,Desolate,"While trying to survive the worst drought in history, a family of farmers force their youngest brother down a path of destruction; betrayed and left for dead in an unfamiliar land, he must survive, endure and seek the revenge he deserves.",3.264,/p9FtDFKiX3G3JMpG6wQf1JOhKO2.jpg,2019-07-12,Desolate,False,6.2,9,Desolate
4259,False,/aWKQ39znATJAlQjQGKpy0uO5Ay7.jpg,"[27, 18, 53]",424284,en,Desolation,A mother takes her son on a trip into remote wilderness to scatter his father's ashes; they must confront their worst fears when a lone hiker begins following them.,2.563,/djUmP2H5Xuh5ulKFcUEiVF4UFEs.jpg,2017-12-15,Desolation,False,4.682,22,Desolation
4260,False,/ielOWFvi6J8EXBH6IKh3cqpwQtj.jpg,"[28, 80, 53]",463905,ar,جواب اعتقال,"(Khaled Degwy) who are enrolled in one of the terrorist groups that the killings, believing they are fighting for the sake of God, and when his brother (Ahmad) tries to join this group (Khaled) refuses, he is trying to stop him, but he joins, and one day arise a dispute between (Ahmad) and one of the members of this community, (Ahmed) get killed, (Khalid) go mad who seeks revenge against the group, the same moment the issue Answer the arrest of the police against (Khaled).",2.253,/3RijuOT5LLJpFSYiT6TMGcxuufk.jpg,2017-06-25,Detention Letter,False,5.2,13,Detention Letter
4261,False,/uGOKN4VeCsf249zypWfaAzfTxAB.jpg,"[18, 53]",20367,en,Detour,"The life of Al Roberts, a pianist in a New York nightclub, turns into a nightmare when he decides to hitchhike to Los Angeles to visit his girlfriend.",7.047,/gJb9HRAs1V4bA0VKsWpT6mhv2RT.jpg,1945-11-30,Detour,False,7.25,294,Detour
4262,False,/tauCvw0TPUufukCyvRkss0KfVHX.jpg,"[53, 10770]",631021,en,Deviant Love,"In a tailspin after her marriage collapses, Jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives.",3.335,/xGzsO8L7ymsR4SJXPG9SJRTSxtm.jpg,2019-09-13,Deviant Love,False,4.833,9,Deviant Love
4263,False,/b8TWLwgzkUNhSiD02QuJLqkzVeZ.jpg,"[18, 36]",408194,fi,Tulen morsian,"Anna’s story takes place on Åland Island in 1666, during the beginning of the most widespread and systematic witch-hunts in Scandinavian history. In all, 16 women were convicted of being in league with the devil, and seven of them were executed. For Judge Psilander, who has mastered the newest witch theories of the time, the trials are meant to cleanse the island of superstition, to have science and common sense prevail. The main character, the intelligent and stubborn Anna, gets an intimate view of the events, having just started working as a maid in the judge’s house. To Anna’s misfortune, she falls intensely in love with her friend Rakel’s husband Elias, but his infatuation with her quickly fades. A hurt and jealous Anna decides to get revenge and falsely reports Rakel to Judge Psilander. It’s only when Rakel is arrested, and things get out of hand, that Anna realizes the gravity of her doings.",3.812,/62E4iLpGZvxEwJAHQKK4Kfp0shz.jpg,2016-09-09,Devil's Bride,False,5.9,53,Devil's Bride
4264,False,/t03PVjU2JKFiU5Ip6434UDTSvKh.jpg,"[53, 27, 878]",355193,en,Devil's Gate,"Set in the small town of Devil's Gate, North Dakota, the film examines the disappearance of a local woman and her young son. Schull plays an FBI agent who helps the local sheriff search for answers. Partnering with a deputy , they track down the missing woman's husband and find that nothing is as it seems.",8.495,/t30xW4QF0MlFwiyVokwjZuZDRYe.jpg,2018-07-20,Devil's Gate,False,5.168,179,Devil's Gate
4265,False,/k1AEWgEMzmAcP3DwhSPirmBOKM5.jpg,[],507884,mr,Devrai,Devrai depicts a story of a man who suffers from schizophrenia and is struggling to come to terms with his illness and the frustration of his helpless sister.,0.651,/9TDHMJIwLkU2dQuK3RADh1JBzFW.jpg,2004-03-11,Devrai,False,7.5,2,Devrai
4266,False,/kUwdutAY5MveQMkhkmYcsERni4Y.jpg,"[35, 28, 12]",20413,hi,धमाल,"Four friends meet an underworld don who, on his deathbed, clues them in on hidden treasure buried in Goa. The group race towards Goa, little knowing that their plans will soon be foiled, albeit hilariously, by a police officer, who is also after the money.",4.052,/pQgU9W1OyHDxBOZcJpVLc2E8gQa.jpg,2007-09-07,Dhamaal,False,6.756,86,Dhamaal
4267,False,/az0vED4EHaBAEKD6dYNI4UgNgib.jpg,"[9648, 14, 12, 28]",506763,zh,狄仁杰之四大天王,"Dee, the detective serving Chinese empress Wu Zetian, is called upon to investigate a series of strange events in Loyang, including the appearance of mysterious warriors wearing Chiyou ghost masks, foxes that speak human language and the pillar sculptures in the palace coming alive.",14.766,/k7jIYt37BnON8NmncfpN2uRTXSX.jpg,2018-07-27,Detective Dee: The Four Heavenly Kings,False,6.3,158,Di Renjie zhi Sidatianwang
4268,False,/bseeez4RYwiSFpS6ibZEpioGY0d.jpg,[99],468809,en,Diana: 7 Days That Shook the Windsors,"This illuminating documentary examines the aftermath of Princess Diana's tragic death and the tense, dramatic week leading up to her funeral",2.19,/5MF5lFXYehYRjqgrTz9SsxXiZQq.jpg,2017-07-31,Diana: 7 Days That Shook the Windsors,False,7.7,6,Diana: 7 Days That Shook the World
4269,False,/3r5ALuBZak2zx3NZr698B8OLFPd.jpg,[99],469980,en,Diana: In Her Own Words,"Using home videos recorded by her voice coach, Diana takes us through the story of her life.",6.859,/9AvP1lvt8lZemhsdQ71Y0cwwaB8.jpg,2017-08-06,Diana: In Her Own Words,False,7.7,109,Diana: In Her Own Words
4270,False,/vpPdmaGYQUiM9Rb2znWpNyzE3Km.jpg,"[80, 18]",36245,fr,Le journal d'une femme de chambre,"Celestine has a new job as a chambermaid for the quirky M. Monteil, his wife and her father. When the father dies, Celestine decides to quit her job and leave, but when a young girl is raped and murdered, Celestine believes that the Monteils' groundskeeper, Joseph, is guilty, and stays on in order to prove it. She uses her sexuality and the promise of marriage to get Joseph to confess -- but things do not go as planned.",7.471,/epCJe5dzAn21mQ9L1fQ2FjIF13T.jpg,1964-03-04,Diary of a Chambermaid,False,7.173,159,Diary of a Chambermaid
4271,False,/ykFpThRWBJFFouxcroZGLiNJoF6.jpg,"[12, 28, 53]",36669,en,Die Another Day,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",19.053,/bZmGqOhMhaLn8AoFMvFDct4tbrL.jpg,2002-11-17,Die Another Day,False,6.0,3094,Die Another Day
4272,False,/vtT52mjVAhYzbbW0i4LtLOza8oR.jpg,"[18, 10749]",175614,hi,दिल है तुम्हारा,Some twenty years ago Sarita promised to raise her husband's love child (Shalu) together with their own daughter (Nimmi). The girls grow up as the best of friends but Sarita has never been able to forgive Shalu her background. It doesn't make it better when she sees Shalu getting close to the man Nimmi is also in love with.,3.996,/6DkO7aZTZtXNESGcSq3R1wmrb06.jpg,2002-09-05,Dil Hai Tumhaara,False,5.9,21,Dil Hai Tumhaara
4273,False,/wyszKdzQylU0i8SI2O8xCce8zLn.jpg,[35],38778,en,Dinner for Schmucks,"Rising executive Tim Conrad works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",10.581,/djwkUFhkM81gIsI9ZZ7I6ajZAKY.jpg,2010-07-30,Dinner for Schmucks,False,5.692,1600,Dinner for Schmucks
4274,False,/gDf9MLbo8Pu6CyL0IPqY1sKwYLh.jpg,[28],50571,zh,霹靂十傑,Monk San Te tries to support and protect Shaolin and her Fang Shih-yu who purposely attacks corrupt Ching officials.,5.839,/w4HM6yem8LlBqFHHgddmcqhpq1w.jpg,1985-05-17,Disciples of the 36th Chamber,False,6.343,54,Disciples Of The 36th Chamber
4275,False,/doMq8aKr8OKAFh0evuasU2e8Pqr.jpg,[99],483755,en,Discovering Bigfoot,"Reality Entertainment and The Sylvanic Cooperation presents ""Discovering Bigfoot."" Discovering Bigfoot is the first feature film documentary with real live interaction between a Bigfoot creature, wilderness experts, PhD's and other world renowned experts and researchers of the Bigfoot enigma.",2.232,/4FsxEdnoYNWq1sNsT7qSogaYT49.jpg,2017-12-18,Discovering Bigfoot,False,5.5,21,Discovering Bigfoot
4276,False,/9CrxBQmVK6IxeaWK1tz5CF3YrPQ.jpg,"[53, 27]",398588,en,Dismissed,A straight-edged teacher finds trouble when an honors student is willing to do anything to get an A.,6.443,/rMVslLnNSDkIPDnOmPr2CTaqd3J.jpg,2017-10-08,Dismissed,False,6.5,249,Dismissed
4277,False,/4Zi5RbM8RnCzLxBEasXBtEODPk9.jpg,[878],17654,en,District 9,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",31.77,/tuGlQkqLxnodDSk6mp5c2wvxUEd.jpg,2009-08-05,District 9,False,7.415,8486,District 9
4278,False,/kMdvowuSvAbYfugANje3qUqkbxQ.jpg,"[18, 10749, 10752]",907,en,Doctor Zhivago,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",20.001,/r0Iv2BiCFYDnzc6uU1q3AJ56igT.jpg,1965-12-22,Doctor Zhivago,False,7.554,977,Doctor Zhivago
4279,False,/eRpVvbvvO7UCA2vTGant3kq1zSc.jpg,"[18, 80, 53]",354979,en,Dog Eat Dog,"Carved from a lifetime of experience that runs the gamut from incarceration to liberation, Dog Eat Dog is the story of three men who are all out of prison and now have the task of adapting themselves to civilian life.",5.606,/hnXsIGagaml2srU3E54DE2lJveF.jpg,2016-11-04,Dog Eat Dog,False,5.122,300,Dog Eat Dog
4280,False,/iImEPcJT8QbCB8ixChuF2kzYKJG.jpg,"[12, 10751]",582902,en,Dolphin Kick,"On a tropical island vacation, a young boy's friendship with a playful and friendly dolphin helps him find the courage to get back in the water after the sudden loss of his mother.",4.977,/eYQQP7fDjfKqL7MXapZioPbuPkt.jpg,2019-01-22,Dolphin Kick,False,6.0,13,Dolphin Kick
4281,False,/jAXPhMpnJTzBa8oSAP0l9sjYgV8.jpg,"[10751, 18]",227735,en,Dolphin Tale 2,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,8.196,/uBCyWQzqq6I60owpC9qCE5XAO1N.jpg,2014-09-11,Dolphin Tale 2,False,7.0,319,Dolphin Tale 2
4282,False,/5sNlQ9KL18MrDZm6JiMkbjKwimb.jpg,"[28, 80]",9923,en,Domino,"The story of the life of Domino Harvey, who abandoned her career as a Ford model to become a bounty hunter.",11.24,/pZdIfYkM5kV5BaUDYzwzgmpUxno.jpg,2005-10-14,Domino,False,5.9,1087,Domino
4283,False,/iHnga06ZXys9hCIchp5krnmR9yc.jpg,"[10751, 14, 12, 18]",316785,en,Don Quixote: The Ingenious Gentleman of La Mancha,"With his noble squire by his side, a retired country gentleman sets out on an adventure to right the wrongs of the world.",4.287,/vkhKp58ZGPzXjoPAIsgmbH1hoiN.jpg,2015-01-07,Don Quixote: The Ingenious Gentleman of La Mancha,False,6.2,13,Don Quixote: The Ingenious Gentleman of La Mancha
4284,False,/l50gIJNQKgMDnV5oSHax8bmXqn6.jpg,[35],309298,en,Don Verdean,Biblical archaeologist Don Verdean is hired by a local church pastor to find faith-promoting relics in the Holy Land. But after a fruitless expedition he is forced to get creative in this comedy of faith and fraud.,5.985,/tkNgO8Vmkgt4huxIrsqUbunp77s.jpg,2015-12-01,Don Verdean,False,4.7,105,Don Verdean
4285,False,/r9YxF7huSolv4dLdBLkEFnDCUU4.jpg,"[14, 27, 53]",46261,en,Don't Be Afraid of the Dark,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,11.959,/jMBMm1jwqvILV8p1K44brBnmwLK.jpg,2010-11-06,Don't Be Afraid of the Dark,False,5.741,934,Don't Be Afraid of the Dark
4286,False,,[99],426351,fr,La nuit de la glisse : Don't Crack Under Pressure,"Adrenaline can be addicting. Athletes around the world push their limits in death defying acts to get the feeling of it. Extreme sports, extreme climates.",0.8,/fKwN16DDsunoA6w4RaExgre5FeU.jpg,2015-11-27,Don't Crack Under Pressure,False,6.5,4,Don't Crack Under Pressure
4287,False,,[99],638226,fr,Don't Crack Under Pressure II,Chronicles the adventures of men and women who are fueled by a zest for life which springs forth from a passion for their art.,0.6,/kiO9cOXCYlMGMjlyqvTIoA4s7h8.jpg,2016-11-18,Don't Crack Under Pressure II,False,0.0,0,Don't Crack Under Pressure II
4288,False,,[99],708322,en,Don't Crack Under Pressure III,"The last opus of a trilogy, the apogee of a time when friendship and sharing reach their paroxysm. Nuit de la Glisse propels us into a new era towards new disciplines and describes the transmission of values between two generations of riders, ultimate tribute to the athletes who have marked their sports by their exploits.  90 minutes of strong and profound sensations and emotions. Thanks to the placement of his cameras, Thierry Donard, it’s director, let us dive into the intimacy of these characters who are out of the ordinary. A film shot for large screens in 4K Cinemascope to fully feel the cinema experience, an immersion in the world of gliding sports.",0.6,/ySVyp6rCGBjbprWgkC2QHeHNMEQ.jpg,2017-12-01,Don't Crack Under Pressure III,False,0.0,0,Don't Crack Under Pressure III
4289,False,/pid6eklnLNn5vy9TGdaqOVm3J6V.jpg,[27],420245,en,Don't Knock Twice,A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.,11.519,/rxiz9zHLrqC5JfKVPbkKBboiSzI.jpg,2016-11-13,Don't Knock Twice,False,5.524,679,Don't Knock Twice
4290,False,/hCHQZyXZy0XcAWc7FvBvWeitbV.jpg,"[18, 10749]",45722,es,No mires para abajo,A sexy Spanish siren named Elvira schools a young man in tantric lovemaking.,15.492,/oVMEmGykfWoLf1eNjdVVAYnw5UQ.jpg,2008-10-18,Don't Look Down,False,5.7,48,Don't Look Down
4291,False,/ha9YT9RJdXgzm2iGTftWtPrB02T.jpg,"[35, 18]",356298,en,Don't Think Twice,"An improv group deals with several crises, including the loss of their lease and one member hitting the big time.",6.248,/f8PuoewhI3qeROdfXSw2Utjf1On.jpg,2016-07-22,Don't Think Twice,False,6.414,342,Don't Think Twice
4292,False,/7aWpb0sfGteTomS9DP5NWDeD7DL.jpg,"[80, 18, 53]",9366,en,Donnie Brasco,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,14.89,/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,1997-02-27,Donnie Brasco,False,7.535,3892,Donnie Brasco
4293,False,/9EpgaLS44zlXoTSAOhGiJmkIA4B.jpg,"[28, 27, 878]",8814,en,Doom,"A team of space marines known as the Rapid Response Tactical Squad, led by Sarge, is sent to a science facility on Mars after somebody reports a security breach. There, they learn that the alert came after a test subject, a mass murderer purposefully injected with alien DNA, broke free and began killing people. Dr. Grimm, who is related to team member Reaper, informs them all that the chromosome can mutate humans into monsters -- and is highly infectious.",16.515,/y50lH061yWOvEstoZRn7lYs0huk.jpg,2005-10-20,Doom,False,5.098,1966,Doom
4294,False,/dCAbQtnqoQLwpyCgRinFODKRbII.jpg,[35],402216,cn,神勇雙妹嘜,"Nurse Liang Shanbo and Actress Zhu Yingtai are mismatched cousins who just inherited a rental home from their late relative. When they moved in, they discover that a room has been rented out to a man named Ben, who turns out to be a criminal gangster. One night, when Ben returns home, bloodied and injured, he collapses into Yingtai's arms and whispers a code in her ear before he dies. Not knowing what the code leads to, Yingtai and Shanbo are later visited by a man claiming to be Ben's brother who wants to solve the case. In the meantime, gangsters believed to be involved with Ben's murder want to retrieve the code from the girls, whom they think were told by Ben what it actually unlocks.",1.195,/m34wHqqce6ysY0PoZRoX99pKD5T.jpg,1989-04-27,Doubles Cause Troubles,False,5.389,9,Doubles Cause Troubles
4295,False,/aoFXpKQtJxFA4opHpVKzh0DLdzp.jpg,[18],14359,en,Doubt,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse.",14.718,/9lypT2ghNuUPYVJf66oe4fKvUqI.jpg,2008-02-27,Doubt,False,7.194,1494,Doubt
4296,False,,[99],500295,en,Down the Fence,"Each year, horse trainers journey to Reno, Nevada to compete for one of the most challenging equestrian championships in the world. For the trainers, winning means putting food on the table and hay in the barn for another year. For the world, it means another year of survival for a culture at risk and the continued refinement of the art of vaquero-style horsemanship that dates back to the first Spanish missions in California.",0.776,/cCPGW2bKSxc9mU2wphy7g0LYHQt.jpg,2017-10-07,Down the Fence,False,8.3,3,Down The Fence
4297,False,/xSbnFKTRk5lbDNmfDYX4abKrtdH.jpg,"[16, 10751]",1102491,en,Dr. Seuss The Cat in the Hat,VideoBook recording that includes two classic Dr. Seuss stories: “The Cat in the Hat” and “Maybe You Should Fly a Jet! Maybe You Should Be a Vet!”.,1.121,/q6mw6gijT0mUjqlkrqy9vFujoYZ.jpg,2002-07-31,Dr. Seuss The Cat in the Hat,True,8.0,1,Dr. Seuss' The Cat in the Hat
4298,False,/6ClzcSlJLYKsAK1MJ1EhgKvWd3O.jpg,"[10751, 10402]",762951,en,Dr. Seuss' The Grinch Musical,A musical version of the classic story of the mean spirited Grinch who plots to steal Christmas from Whoville.,2.963,/rHJlD4ElNBZmejPATAjkuLUooSB.jpg,2020-12-09,Dr. Seuss' The Grinch Musical,False,5.8,6,Dr. Seuss' The Grinch
4299,False,/9pNnSckOTQLQ5crNawV8guuHTqY.jpg,"[14, 28, 12, 18]",8840,en,DragonHeart,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",15.123,/1J2FvxEoEKMFT9TjUdfhm0MJhZD.jpg,1996-05-31,DragonHeart,False,6.53,1775,Dragonheart
4300,False,/9GbOdewDl8194WoOx9PSsnbyUDK.jpg,[14],300803,en,Dragonheart 3: The Sorcerer's Curse,"When aspiring knight Gareth goes in search of a fallen comet rumored to contain gold, he is shocked to instead find the dragon Drago. After Drago saves Gareth's life the two become intricately bonded, and must work together to defeat an evil sorcerer and stop his reign of terror. Along the way, Gareth learns the true meaning of being a knight in this fantasy action-adventure for the ages.",19.612,/mN6B5ITOFelW7OhR7tGd51VhXmH.jpg,2015-02-24,Dragonheart 3: The Sorcerer's Curse,False,5.416,214,Dragonheart 3: The Sorcerer
4301,False,/oASfjqueQdR0wpeI2Q4xW2mSaZ.jpg,"[14, 12, 28]",10473,en,DragonHeart: A New Beginning,"When Geoff, an orphaned stable boy (Chris Masterson), discovers Drake (voice of Robby Benson), the world's last living dragon, he realizes that his dream of becoming a knight in shining armor can now come true. Together, they soon face challenges that turn them into heroes. But caught up in the excitement of their new lives, Geoff and Drake fail to see the hidden dangers that surround them.",11.239,/yTRf0eiLAFCSRfiboiUFUloRc3l.jpg,2000-08-08,DragonHeart: A New Beginning,False,5.276,257,Dragonheart: A New Beginning
4302,False,/83QeqJ5QPljmAxPdgLv6BMzgo3u.jpg,"[14, 12]",451644,en,Dragonheart: Battle for the Heartfire,"When the King Gareth dies, his potential heirs, twin grandchildren who possess the dragon’s unique strengths, use their inherited powers against each other to vie for the throne. When Drago’s source of power – known as the Heartfire – is stolen, more than the throne is at stake; the siblings must end their rivalry with swords and sorcery or the kingdom may fall.",14.243,/nPjqwumVHyx2nOCyZH5dpXAmhpf.jpg,2017-07-09,Dragonheart: Battle for the Heartfire,False,6.168,190,Dragonheart: Battle for the Heartfire
4303,False,/5WBLcXadiHaAXqmtQSAC4o5hzkO.jpg,[99],442033,en,Dream Big: Engineering Our World,"Narrated by Academy Award® winner Jeff Bridges, DREAM BIG: Engineering Our World is a first film of its kind for IMAX® and giant screen theaters that will transform how we think about engineering. From the Great Wall of China and the world's tallest buildings to underwater robots, solar cars and smart, sustainable cities, DREAM BIG celebrates the human ingenuity behind engineering marvels big and small, and shows how engineers push the limits of innovation in unexpected and amazing ways. With its inspiring stories of human grit and aspiration, and extraordinary visuals for the world's largest screens, DREAM BIG reveals the compassion and creativity that drive engineers to create better lives for people and a more sustainable future for us all. DREAM BIG is a MacGillivray Freeman film produced in partnership with American Society of Civil Engineers and presented by Bechtel Corporation.",3.47,/AagYTxcO4CSa4tvDUdfYVZkMIvD.jpg,2017-02-17,Dream Big: Engineering Our World,False,6.2,17,Dream Big: Engineering Our World
4304,False,/4urjgcoyZALlEMVyH1Enj2j7FGa.jpg,[99],442712,de,Dream Boat,"A cruise ship and 3,000 men – it is a universe without heteros and women that usually remains a mystery to the outside world. Once a year the Dream Boat sets sail for a cruise exclusively for gay men where most passengers are united by the wish to live life authentically as themselves in a protected place.",5.314,/rUODpMyq5WWXithktfKJVpVYKKR.jpg,2017-06-28,Dream Boat,False,5.6,71,Dream Boat
4305,False,/9ZfPRgWUfKZUpV2Xfbi5B2Tm2vh.jpg,[99],450941,de,Dries,"For the first time fashion designer Dries Van Noten allows a filmmaker to accompany him in his creative process and rich home life. For an entire year Reiner Holzemer documents the precise steps that Dries takes to conceive of four collections, the rich fabrics, embroidery and prints exclusive to his designs. As well as the emblematic fashion shows that bring his collections to the world and have become cult “must sees” at Paris Fashion Week. This film offers an insight into the life, mind and creative heart of a master fashion designer who, for more than 25 years, has remained independent in a landscape of fashion consolidation and globalization.",1.4,/vACmIYy2MICN5fTeX2OZkuGaVeq.jpg,2017-06-29,Dries,False,7.0,10,Dries
4306,False,/4FnjxHpPw33B1mzvJil4Qt7MQUj.jpg,[18],526775,en,Driven to Dance,"While preparing to audition for a renowned ballet company, Paige must convince herself and her mother that she has what it takes to make it in the world of dance.",2.637,/uokvG9xJZkPIAQVLZMA8DjJ082Q.jpg,2018-04-15,Driven to Dance,False,5.8,11,Driven to Dance
4307,False,/5vGgscEHUWAbaN0UObFOOefGRuM.jpg,"[18, 53]",287594,ur,دختر,"In the mountains of Pakistan, a mother and her ten-year-old daughter flee their home on the eve of the girl's marriage to a tribal leader. A deadly hunt for them begins.",4.357,/qGBpWDKUTuM7zRCwEcuLH7oQ3Bv.jpg,2014-09-18,Dukhtar,False,6.8,27,Dukhtar
4308,False,/tSTwCcIDdNMITMMGh1sP6QlYBAR.jpg,"[10749, 28]",263881,ta,Dum,"Satya (Silambarasan) is the son of a police constable. He gets into fights and ends up in jail where his own father gets him out on bail. While he is returning home from a party drunk, a group of college students beat him up. That is when Suchitra (Rakshitha) comes and takes him to the hospital and gives blood. She is the daughter of a police commissioner. Later, Satya falls in love with Suchitra. That leads to several problems which are faced bravely by Satya in the later part of the film. Finally, all goes well, and Satya also receives the letter confirming his selection for IPS.",1.4,/w9FJqr4TEi6sMWqD5rdbEyOKwkC.jpg,2003-04-12,Dum,False,5.0,2,Dum
4309,False,/e2Ppz6IQcukpqyYYJsRkWcsGXvT.jpg,[35],10152,en,Dumb and Dumberer: When Harry Met Lloyd,"This wacky prequel to the 1994 blockbuster goes back to the lame-brained Harry and Lloyd's days as classmates at a Rhode Island high school, where the unprincipled principal puts the pair in remedial courses as part of a scheme to fleece the school.",15.687,/qxD6P3UXASFCdbrVavceZzgOfI9.jpg,2003-04-14,Dumb and Dumberer: When Harry Met Lloyd,False,4.199,717,Dumb and Dumberer: When Harry Met Lloyd
4310,False,/xqCU96foxW8w2dhaEhP3vr1Sx4R.jpg,"[10751, 12, 878]",238603,en,Earth to Echo,"After a construction project begins digging in their neighbourhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. The three embark on a secret adventure to crack the code and follow it to its source, and discover a mysterious being from another world who desperately needs their help. The journey that follows will change all their lives forever.",8.837,/yiNPza51nLvVTWTB9q4ifzfUlml.jpg,2014-06-14,Earth to Echo,False,5.889,531,Earth to Echo
4311,False,/zHf4EEJHkCHTBvLDo0gaAXzA93x.jpg,[18],257245,en,East Side Sushi,"Years of working in the food industry have made Juana, a working-class Latina, a chef of speed and skill. Searching for financial stability, she stumbles into a high-energy, male-dominated Japanese cuisine kitchen. The new atmosphere re-ignites her passions for food and life and makes her hungry to get mixed up in the flavors of this new world.",4.725,/hyDJxhPooTZQ3F889qxHyAUzBfO.jpg,2014-03-08,East Side Sushi,False,6.667,63,East Side Sushi
